gene_symbol	gene_code	status	other_associations	mean_prediction	prediction
ABLIM1	HGNC:78	-	0	 0.150	 0.107
ABLIM2	HGNC:19195	-	0	 0.094	 0.082
ABLIM3	HGNC:29132	-	0	 0.113	 0.089
ABO	HGNC:79	+ HC-P	2	 0.598	 0.261
ABR	HGNC:81	-	0	 0.120	 0.099
ABRA	HGNC:30655	-	0	 0.094	 0.084
ABRACL	HGNC:21230	-	0	 0.097	 0.087
ABT1	HGNC:17369	-	0	 0.101	 0.091
ABTB1	HGNC:18275	-	0	 0.101	 0.090
ABTB2	HGNC:23842	-	0	 0.115	 0.092
ACAA1	HGNC:82	-	0	 0.115	 0.087
ACAA2	HGNC:83	-	0	 0.115	 0.092
ACACA	HGNC:84	-	0	 0.126	 0.093
ACACB	HGNC:85	-	0	 0.109	 0.102
ACAD10	HGNC:21597	-	0	 0.089	 0.085
ACAD11	HGNC:30211	-	0	 0.088	 0.081
ACAD8	HGNC:87	-	0	 0.105	 0.086
ACAD9	HGNC:21497	-	0	 0.093	 0.084
ACADL	HGNC:88	-	0	 0.109	 0.093
ACADM	HGNC:89	-	0	 0.123	 0.091
ACADS	HGNC:90	-	0	 0.112	 0.088
ACADSB	HGNC:91	-	0	 0.116	 0.088
ACADVL	HGNC:92	-	0	 0.118	 0.091
ACAN	HGNC:319	-	0	 0.110	 0.087
ACAP1	HGNC:16467	-	0	 0.119	 0.093
ACAP2	HGNC:16469	-	0	 0.109	 0.089
ACAP3	HGNC:16754	-	0	 0.095	 0.081
ACAT1	HGNC:93	-	0	 0.116	 0.094
ACAT2	HGNC:94	-	0	 0.111	 0.097
ACBD3	HGNC:15453	-	0	 0.105	 0.090
ACBD4	HGNC:23337	-	0	 0.092	 0.083
ACBD5	HGNC:23338	-	0	 0.094	 0.083
ACBD6	HGNC:23339	-	0	 0.098	 0.089
ACBD7	HGNC:17715	-	0	 0.084	 0.083
ACCS	HGNC:23989	-	0	 0.090	 0.082
ACCSL	HGNC:34391	-	0	 0.086	 0.082
ACD	HGNC:25070	-	0	 0.110	 0.095
ACE	HGNC:2707	-	0	 0.116	 0.091
ACE2	HGNC:13557	-	0	 0.104	 0.085
ACER1	HGNC:18356	-	0	 0.090	 0.080
ACER2	HGNC:23675	-	0	 0.095	 0.085
ACER3	HGNC:16066	-	0	 0.098	 0.083
ACHE	HGNC:108	-	0	 0.118	 0.089
ACIN1	HGNC:17066	-	0	 0.123	 0.100
ACKR2	HGNC:1565	-	0	 0.123	 0.098
ACKR3	HGNC:23692	-	0	 0.129	 0.099
ACKR4	HGNC:1611	-	0	 0.115	 0.097
ACLY	HGNC:115	-	0	 0.116	 0.097
ACMSD	HGNC:19288	-	0	 0.086	 0.081
ACN9	HGNC:21752	-	0	 0.093	 0.085
ACO1	HGNC:117	-	0	 0.111	 0.094
ACO2	HGNC:118	-	0	 0.116	 0.092
ACOT1	HGNC:33128	-	0	 0.094	 0.086
ACOT11	HGNC:18156	-	0	 0.098	 0.087
ACOT12	HGNC:24436	-	0	 0.089	 0.084
ACOT13	HGNC:20999	-	0	 0.099	 0.084
ACOT2	HGNC:18431	-	0	 0.097	 0.085
ACOT4	HGNC:19748	-	0	 0.092	 0.085
ACOT6	HGNC:33159	-	0	 0.089	 0.083
ACOT7	HGNC:24157	-	0	 0.116	 0.093
ACOT8	HGNC:15919	-	0	 0.104	 0.091
ACOT9	HGNC:17152	-	0	 0.107	 0.090
ACOX1	HGNC:119	-	0	 0.127	 0.092
ACOX2	HGNC:120	-	0	 0.110	 0.087
ACOX3	HGNC:121	-	0	 0.103	 0.089
ACOXL	HGNC:25621	-	1	 0.201	 0.167
ACP1	HGNC:122	-	0	 0.112	 0.098
ACP2	HGNC:123	-	0	 0.115	 0.090
ACP5	HGNC:124	-	0	 0.129	 0.099
ACP6	HGNC:29609	-	0	 0.099	 0.085
ACPL2	HGNC:26303	-	0	 0.098	 0.085
ACPP	HGNC:125	-	0	 0.108	 0.091
ACPT	HGNC:14376	-	0	 0.089	 0.085
ACR	HGNC:126	-	0	 0.105	 0.095
ACRBP	HGNC:17195	-	0	 0.090	 0.080
ACRC	HGNC:15805	-	0	 0.090	 0.084
ACRV1	HGNC:127	-	0	 0.098	 0.086
ACSBG1	HGNC:29567	-	0	 0.102	 0.086
ACSBG2	HGNC:24174	-	0	 0.088	 0.080
ACSF2	HGNC:26101	-	0	 0.097	 0.084
ACSF3	HGNC:27288	-	0	 0.087	 0.081
ACSL1	HGNC:3569	-	0	 0.153	 0.090
ACSL3	HGNC:3570	-	0	 0.125	 0.090
ACSL4	HGNC:3571	-	0	 0.123	 0.084
ACSL5	HGNC:16526	-	0	 0.119	 0.097
ACSL6	HGNC:16496	-	0	 0.106	 0.088
ACSM1	HGNC:18049	-	0	 0.088	 0.081
ACSM2A	HGNC:32017	-	0	 0.087	 0.080
ACSM2B	HGNC:30931	-	0	 0.084	 0.080
ACSM3	HGNC:10522	-	0	 0.097	 0.085
ACSM4	HGNC:32016	-	0	 0.082	 0.080
ACSM5	HGNC:26060	-	0	 0.092	 0.080
ACSS1	HGNC:16091	-	0	 0.105	 0.094
ACSS2	HGNC:15814	-	0	 0.103	 0.085
ACSS3	HGNC:24723	-	0	 0.091	 0.087
ACTA1	HGNC:129	-	0	 0.129	 0.097
ACTA2	HGNC:130	-	0	 0.120	 0.098
ACTB	HGNC:132	-	0	 0.150	 0.100
ACTBL2	HGNC:17780	-	0	 0.087	 0.083
ACTC1	HGNC:143	-	0	 0.117	 0.091
ACTG1	HGNC:144	-	0	 0.130	 0.089
ACTG2	HGNC:145	-	0	 0.112	 0.094
ACTL10	HGNC:16127	-	0	 0.084	 0.081
ACTL6A	HGNC:24124	-	0	 0.110	 0.098
ACTL6B	HGNC:160	-	0	 0.101	 0.085
ACTL7A	HGNC:161	-	0	 0.089	 0.085
ACTL7B	HGNC:162	-	0	 0.089	 0.082
ACTL8	HGNC:24018	-	0	 0.090	 0.086
ACTL9	HGNC:28494	-	1	 0.246	 0.301
ACTN1	HGNC:163	-	0	 0.173	 0.113
ACTN2	HGNC:164	-	0	 0.138	 0.099
ACTN3	HGNC:165	-	0	 0.106	 0.093
ACTN4	HGNC:166	-	0	 0.137	 0.112
ACTR10	HGNC:17372	-	0	 0.096	 0.086
ACTR1A	HGNC:167	-	0	 0.118	 0.091
ACTR1B	HGNC:168	-	0	 0.111	 0.091
ACTR2	HGNC:169	-	0	 0.115	 0.097
ACTR3	HGNC:170	-	0	 0.115	 0.098
ACTR3B	HGNC:17256	-	0	 0.095	 0.086
ACTR3C	HGNC:37282	-	0	 0.083	 0.080
ACTR5	HGNC:14671	-	0	 0.090	 0.089
ACTR6	HGNC:24025	-	0	 0.098	 0.086
ACTR8	HGNC:14672	-	0	 0.091	 0.082
ACTRT1	HGNC:24027	-	0	 0.087	 0.082
ACTRT2	HGNC:24026	-	0	 0.087	 0.090
ACTRT3	HGNC:24022	-	0	 0.086	 0.087
ACVR1	HGNC:171	-	0	 0.173	 0.103
ACVR1B	HGNC:172	-	0	 0.154	 0.097
ACVR1C	HGNC:18123	-	0	 0.109	 0.087
ACVR2A	HGNC:173	-	0	 0.168	 0.098
ACVR2B	HGNC:174	-	0	 0.129	 0.097
ACVRL1	HGNC:175	-	0	 0.141	 0.092
ACY1	HGNC:177	-	0	 0.105	 0.086
ACY3	HGNC:24104	-	0	 0.094	 0.082
ACYP1	HGNC:179	-	0	 0.104	 0.094
ACYP2	HGNC:180	-	0	 0.109	 0.095
ADA	HGNC:186	-	0	 0.130	 0.094
ADAD1	HGNC:30713	-	0	 0.088	 0.083
ADAD2	HGNC:30714	-	0	 0.084	 0.080
ADAL	HGNC:31853	-	0	 0.093	 0.081
ADAM10	HGNC:188	-	0	 0.140	 0.102
ADAM11	HGNC:189	-	0	 0.106	 0.095
ADAM12	HGNC:190	-	0	 0.125	 0.111
ADAM15	HGNC:193	-	0	 0.113	 0.091
ADAM17	HGNC:195	-	0	 0.139	 0.102
ADAM18	HGNC:196	-	0	 0.090	 0.083
ADAM19	HGNC:197	-	0	 0.143	 0.105
ADAM2	HGNC:198	-	0	 0.100	 0.088
ADAM20	HGNC:199	-	0	 0.093	 0.089
ADAM21	HGNC:200	-	0	 0.086	 0.082
ADAM22	HGNC:201	-	0	 0.101	 0.089
ADAM23	HGNC:202	-	0	 0.112	 0.092
ADAM28	HGNC:206	-	0	 0.114	 0.097
ADAM29	HGNC:207	-	1	 0.173	 0.129
ADAM30	HGNC:208	-	1	 0.275	 0.161
ADAM32	HGNC:15479	-	0	 0.091	 0.084
ADAM33	HGNC:15478	-	0	 0.089	 0.082
ADAM7	HGNC:214	-	0	 0.089	 0.084
ADAM8	HGNC:215	-	0	 0.124	 0.097
ADAM9	HGNC:216	-	0	 0.131	 0.093
ADAMDEC1	HGNC:16299	-	0	 0.108	 0.088
ADAMTS1	HGNC:217	-	0	 0.116	 0.095
ADAMTS10	HGNC:13201	-	0	 0.094	 0.085
ADAMTS12	HGNC:14605	-	0	 0.095	 0.082
ADAMTS13	HGNC:1366	-	0	 0.102	 0.087
ADAMTS14	HGNC:14899	-	0	 0.091	 0.081
ADAMTS15	HGNC:16305	-	0	 0.092	 0.085
ADAMTS16	HGNC:17108	-	0	 0.087	 0.085
ADAMTS17	HGNC:17109	-	0	 0.090	 0.085
ADAMTS18	HGNC:17110	-	0	 0.093	 0.083
ADAMTS19	HGNC:17111	-	0	 0.093	 0.084
ADAMTS2	HGNC:218	-	0	 0.104	 0.093
ADAMTS20	HGNC:17178	-	0	 0.092	 0.086
ADAMTS3	HGNC:219	-	0	 0.105	 0.088
ADAMTS4	HGNC:220	-	0	 0.116	 0.097
ADAMTS5	HGNC:221	-	0	 0.126	 0.091
ADAMTS6	HGNC:222	-	0	 0.110	 0.084
ADAMTS7	HGNC:223	-	1	 0.159	 0.178
ADAMTS8	HGNC:224	-	0	 0.101	 0.091
ADAMTS9	HGNC:13202	-	1	 0.200	 0.111
ADAMTSL1	HGNC:14632	-	0	 0.097	 0.083
ADAMTSL2	HGNC:14631	-	0	 0.096	 0.085
ADAMTSL3	HGNC:14633	-	0	 0.100	 0.085
ADAMTSL4	HGNC:19706	-	0	 0.108	 0.088
ADAMTSL5	HGNC:27912	-	0	 0.091	 0.085
ADAP1	HGNC:16486	-	0	 0.109	 0.098
ADAP2	HGNC:16487	-	0	 0.111	 0.086
ADAR	HGNC:225	-	0	 0.137	 0.097
ADARB1	HGNC:226	-	0	 0.111	 0.090
ADARB2	HGNC:227	-	0	 0.098	 0.086
ADAT1	HGNC:228	-	0	 0.097	 0.085
ADAT2	HGNC:21172	-	0	 0.091	 0.081
ADAT3	HGNC:25151	-	0	 0.088	 0.083
ADC	HGNC:29957	-	0	 0.092	 0.085
ADCK1	HGNC:19038	-	0	 0.094	 0.084
ADCK2	HGNC:19039	-	0	 0.095	 0.085
ADCK3	HGNC:16812	-	0	 0.108	 0.091
ADCK4	HGNC:19041	-	0	 0.097	 0.085
ADCK5	HGNC:21738	-	0	 0.087	 0.087
ADCY1	HGNC:232	-	0	 0.131	 0.141
ADCY10	HGNC:21285	-	0	 0.101	 0.088
ADCY2	HGNC:233	-	0	 0.128	 0.140
ADCY3	HGNC:234	-	1	 0.245	 0.303
ADCY4	HGNC:235	-	0	 0.122	 0.138
ADCY5	HGNC:236	-	0	 0.112	 0.132
ADCY6	HGNC:237	-	0	 0.136	 0.157
ADCY7	HGNC:238	-	0	 0.167	 0.152
ADCY8	HGNC:239	-	0	 0.141	 0.144
ADCY9	HGNC:240	-	1	 0.244	 0.297
ADCYAP1	HGNC:241	-	0	 0.120	 0.106
ADCYAP1R1	HGNC:242	-	0	 0.110	 0.104
ADD1	HGNC:243	-	0	 0.122	 0.093
ADD2	HGNC:244	-	0	 0.099	 0.089
ADD3	HGNC:245	-	0	 0.140	 0.105
ADGB	HGNC:21212	-	0	 0.089	 0.086
ADH1A	HGNC:249	-	0	 0.106	 0.083
ADH1B	HGNC:250	-	2	 0.387	 0.175
ADH1C	HGNC:251	-	0	 0.108	 0.085
ADH4	HGNC:252	-	0	 0.107	 0.088
ADH5	HGNC:253	-	0	 0.104	 0.087
ADH6	HGNC:255	-	0	 0.100	 0.082
ADH7	HGNC:256	-	0	 0.098	 0.087
ADHFE1	HGNC:16354	-	0	 0.132	 0.087
ADI1	HGNC:30576	-	0	 0.106	 0.092
ADIG	HGNC:28606	-	0	 0.093	 0.095
ADIPOQ	HGNC:13633	-	0	 0.113	 0.092
ADIPOR1	HGNC:24040	-	0	 0.109	 0.086
ADIPOR2	HGNC:24041	-	0	 0.127	 0.092
ADIRF	HGNC:24043	-	0	 0.106	 0.089
ADK	HGNC:257	-	0	 0.115	 0.095
ADM	HGNC:259	-	0	 0.180	 0.107
ADM2	HGNC:28898	-	0	 0.092	 0.094
ADM5	HGNC:27293	-	0	 0.083	 0.080
ADNP	HGNC:15766	-	0	 0.109	 0.095
ADNP2	HGNC:23803	-	0	 0.102	 0.088
ADO	HGNC:23506	-	0	 0.103	 0.086
ADORA1	HGNC:262	-	0	 0.129	 0.118
ADORA2A	HGNC:263	-	0	 0.134	 0.127
ADORA2B	HGNC:264	-	0	 0.131	 0.119
ADORA3	HGNC:268	-	0	 0.122	 0.107
ADPGK	HGNC:25250	-	0	 0.098	 0.086
ADPRH	HGNC:269	-	0	 0.096	 0.093
ADPRHL1	HGNC:21303	-	0	 0.088	 0.082
ADPRHL2	HGNC:21304	-	0	 0.089	 0.082
ADPRM	HGNC:30925	-	0	 0.103	 0.092
ADRA1A	HGNC:277	-	0	 0.124	 0.133
ADRA1B	HGNC:278	-	0	 0.123	 0.148
ADRA1D	HGNC:280	-	0	 0.117	 0.124
ADRA2A	HGNC:281	-	0	 0.133	 0.128
ADRA2B	HGNC:282	-	0	 0.117	 0.122
ADRA2C	HGNC:283	-	0	 0.119	 0.108
ADRB1	HGNC:285	-	0	 0.133	 0.127
ADRB2	HGNC:286	-	0	 0.165	 0.143
ADRB3	HGNC:288	-	0	 0.125	 0.136
ADRBK1	HGNC:289	-	0	 0.130	 0.127
ADRBK2	HGNC:290	-	0	 0.114	 0.086
ADRM1	HGNC:15759	-	0	 0.113	 0.090
ADSL	HGNC:291	-	0	 0.110	 0.096
ADSS	HGNC:292	-	0	 0.108	 0.091
ADSSL1	HGNC:20093	-	0	 0.096	 0.088
ADTRP	HGNC:21214	-	0	 0.104	 0.088
AEBP1	HGNC:303	-	0	 0.124	 0.095
AEBP2	HGNC:24051	-	0	 0.103	 0.089
AEN	HGNC:25722	-	0	 0.103	 0.084
AES	HGNC:307	-	0	 0.107	 0.095
AFAP1	HGNC:24017	-	0	 0.103	 0.083
AFAP1L1	HGNC:26714	-	0	 0.086	 0.081
AFAP1L2	HGNC:25901	-	0	 0.110	 0.084
AFF1	HGNC:7135	-	1	 0.367	 0.229
AFF2	HGNC:3776	-	0	 0.100	 0.091
AFF3	HGNC:6473	-	1	 0.337	 0.315
AFF4	HGNC:17869	-	0	 0.122	 0.091
AFG3L2	HGNC:315	-	0	 0.099	 0.085
AFM	HGNC:316	-	1	 0.175	 0.127
AFMID	HGNC:20910	-	0	 0.088	 0.082
AFP	HGNC:317	-	0	 0.107	 0.086
AFTPH	HGNC:25951	-	0	 0.101	 0.088
AGA	HGNC:318	-	0	 0.102	 0.081
AGAP1	HGNC:16922	-	0	 0.110	 0.085
AGAP10	HGNC:23462	-	0	 0.082	 0.080
AGAP11	HGNC:29421	-	0	 0.083	 0.080
AGAP2	HGNC:16921	-	0	 0.110	 0.102
AGAP3	HGNC:16923	-	0	 0.095	 0.087
AGAP4	HGNC:23459	-	0	 0.088	 0.081
AGAP5	HGNC:23467	-	0	 0.082	 0.080
AGAP6	HGNC:23466	-	0	 0.083	 0.080
AGAP7	HGNC:23465	-	0	 0.083	 0.080
AGAP8	HGNC:23464	-	0	 0.082	 0.080
AGAP9	HGNC:23463	-	0	 0.082	 0.080
AGBL1	HGNC:26504	-	0	 0.084	 0.080
AGBL2	HGNC:26296	-	0	 0.091	 0.087
AGBL3	HGNC:27981	-	0	 0.088	 0.084
AGBL4	HGNC:25892	-	0	 0.086	 0.082
AGBL5	HGNC:26147	-	0	 0.097	 0.086
AGER	HGNC:320	-	0	 0.128	 0.096
AGFG1	HGNC:5175	-	0	 0.115	 0.096
AGFG2	HGNC:5177	-	0	 0.100	 0.089
AGGF1	HGNC:24684	-	0	 0.102	 0.091
AGK	HGNC:21869	-	0	 0.100	 0.092
AGL	HGNC:321	-	0	 0.109	 0.091
AGMAT	HGNC:18407	-	0	 0.095	 0.088
AGMO	HGNC:33784	-	0	 0.085	 0.082
AGO1	HGNC:3262	-	0	 0.119	 0.093
AGO2	HGNC:3263	-	0	 0.127	 0.091
AGO3	HGNC:18421	-	0	 0.098	 0.085
AGO4	HGNC:18424	-	0	 0.103	 0.091
AGPAT1	HGNC:324	-	0	 0.120	 0.096
AGPAT2	HGNC:325	-	0	 0.122	 0.090
AGPAT3	HGNC:326	-	0	 0.111	 0.092
AGPAT4	HGNC:20885	-	0	 0.118	 0.092
AGPAT5	HGNC:20886	-	0	 0.111	 0.097
AGPAT6	HGNC:20880	-	0	 0.113	 0.089
AGPAT9	HGNC:28157	-	0	 0.109	 0.084
AGPS	HGNC:327	-	0	 0.107	 0.089
AGR2	HGNC:328	-	0	 0.111	 0.090
AGR3	HGNC:24167	-	0	 0.096	 0.090
AGRN	HGNC:329	-	0	 0.134	 0.101
AGRP	HGNC:330	-	0	 0.110	 0.087
AGT	HGNC:333	-	0	 0.137	 0.100
AGTPBP1	HGNC:17258	-	0	 0.102	 0.084
AGTR1	HGNC:336	-	0	 0.127	 0.129
AGTR2	HGNC:338	-	0	 0.126	 0.136
AGTRAP	HGNC:13539	-	0	 0.096	 0.087
AGXT	HGNC:341	-	0	 0.111	 0.088
AGXT2	HGNC:14412	-	0	 0.099	 0.088
AHCTF1	HGNC:24618	-	0	 0.103	 0.090
AHCY	HGNC:343	-	0	 0.111	 0.093
AHCYL1	HGNC:344	-	0	 0.109	 0.089
AHCYL2	HGNC:22204	-	0	 0.108	 0.091
AHDC1	HGNC:25230	-	0	 0.098	 0.082
AHI1	HGNC:21575	-	1	 0.301	 0.174
AHNAK	HGNC:347	-	0	 0.127	 0.107
AHNAK2	HGNC:20125	-	0	 0.101	 0.086
AHR	HGNC:348	-	0	 0.162	 0.108
AHRR	HGNC:346	-	0	 0.094	 0.084
AHSA1	HGNC:1189	-	0	 0.105	 0.087
AHSA2	HGNC:20437	-	0	 0.095	 0.084
AHSG	HGNC:349	-	0	 0.111	 0.096
AHSP	HGNC:18075	-	0	 0.091	 0.081
AICDA	HGNC:13203	-	0	 0.107	 0.093
AIDA	HGNC:25761	-	0	 0.098	 0.088
AIF1	HGNC:352	-	0	 0.136	 0.097
AIF1L	HGNC:28904	-	0	 0.099	 0.086
AIFM1	HGNC:8768	-	0	 0.121	 0.091
AIFM2	HGNC:21411	-	0	 0.101	 0.085
AIFM3	HGNC:26398	-	0	 0.101	 0.084
AIG1	HGNC:21607	-	0	 0.100	 0.096
AIM1	HGNC:356	-	0	 0.122	 0.098
AIM1L	HGNC:17295	-	0	 0.097	 0.091
AIM2	HGNC:357	-	0	 0.136	 0.102
AIMP1	HGNC:10648	-	0	 0.115	 0.100
AIMP2	HGNC:20609	-	0	 0.112	 0.096
AIP	HGNC:358	-	0	 0.112	 0.094
AIPL1	HGNC:359	-	0	 0.097	 0.090
AIRE	HGNC:360	-	1	 0.344	 0.297
AJAP1	HGNC:30801	-	1	 0.167	 0.107
AJUBA	HGNC:20250	-	0	 0.107	 0.093
AK1	HGNC:361	-	0	 0.110	 0.087
AK2	HGNC:362	-	0	 0.116	 0.088
AK3	HGNC:17376	-	0	 0.108	 0.090
AK4	HGNC:363	-	0	 0.113	 0.092
AK5	HGNC:365	-	0	 0.116	 0.090
AK6	HGNC:49151	-	0	 0.082	 0.080
AK7	HGNC:20091	-	0	 0.093	 0.084
AK8	HGNC:26526	-	0	 0.090	 0.085
AK9	HGNC:33814	-	0	 0.090	 0.081
AKAP1	HGNC:367	-	0	 0.113	 0.097
AKAP10	HGNC:368	-	0	 0.106	 0.085
AKAP11	HGNC:369	-	0	 0.103	 0.087
AKAP12	HGNC:370	-	0	 0.140	 0.110
AKAP13	HGNC:371	-	0	 0.121	 0.105
AKAP14	HGNC:24061	-	0	 0.087	 0.085
AKAP17A	HGNC:18783	-	0	 0.095	 0.086
AKAP2	HGNC:372	-	0	 0.110	 0.095
AKAP3	HGNC:373	-	0	 0.097	 0.084
AKAP4	HGNC:374	-	0	 0.098	 0.088
AKAP5	HGNC:375	-	0	 0.108	 0.095
AKAP6	HGNC:376	-	0	 0.107	 0.092
AKAP7	HGNC:377	-	0	 0.108	 0.093
AKAP8	HGNC:378	-	0	 0.103	 0.088
AKAP8L	HGNC:29857	-	0	 0.101	 0.084
AKAP9	HGNC:379	-	0	 0.126	 0.098
AKIP1	HGNC:1170	-	0	 0.095	 0.085
AKIRIN1	HGNC:25744	-	0	 0.106	 0.087
AKIRIN2	HGNC:21407	-	0	 0.108	 0.089
AKNA	HGNC:24108	-	0	 0.102	 0.091
AKNAD1	HGNC:28398	-	0	 0.087	 0.089
AKR1A1	HGNC:380	-	0	 0.114	 0.088
AKR1B1	HGNC:381	-	0	 0.126	 0.090
AKR1B10	HGNC:382	-	0	 0.101	 0.086
AKR1B15	HGNC:37281	-	0	 0.092	 0.085
AKR1C1	HGNC:384	-	0	 0.120	 0.089
AKR1C2	HGNC:385	-	0	 0.104	 0.086
AKR1C3	HGNC:386	-	0	 0.121	 0.097
AKR1C4	HGNC:387	-	0	 0.098	 0.084
AKR1CL1	HGNC:23469	-	0	 0.082	 0.080
AKR1D1	HGNC:388	-	0	 0.103	 0.088
AKR1E2	HGNC:23437	-	0	 0.094	 0.085
AKR7A2	HGNC:389	-	0	 0.104	 0.092
AKR7A3	HGNC:390	-	0	 0.094	 0.085
AKR7L	HGNC:24056	-	0	 0.083	 0.081
AKT1	HGNC:391	-	0	 0.233	 0.118
AKT1S1	HGNC:28426	-	0	 0.114	 0.103
AKT2	HGNC:392	-	0	 0.169	 0.116
